imgid, x_gt, y_gt, z_gt, omega_gt, phi_gt, kappa_gt, x_gps, y_gps, z_gps, 
35881,465686.173239,5248194.719477,477.766025,-86.544587,66.095239,177.370819,465685.274957,5248197.811443,476.787994, 
35911,465685.880948,5248195.230728,477.812941,-86.862435,64.111832,177.635602,465684.804259,5248198.636609,476.388000, 
35941,465685.433836,5248195.889488,477.752564,-86.169147,64.205080,176.865719,465684.091129,5248199.307598,476.174988, 
35971,465684.849436,5248196.476507,477.751182,-85.871856,63.869181,176.577173,465683.757273,5248200.298671,476.322998, 
36001,465684.250635,5248197.145887,477.712772,-86.117970,64.961606,177.128611,465683.680991,5248201.454946,476.143005, 
36031,465683.682070,5248197.849767,477.809709,-86.369016,64.016637,177.287918,465683.481235,5248202.145167,475.902008, 
36061,465683.168001,5248198.658002,477.921745,-86.560263,63.650602,177.436892,465683.100662,5248202.892007,476.278015, 
36091,465682.635824,5248199.436782,478.147139,-86.571908,63.266090,177.472160,465682.522290,5248203.373279,476.549011, 
36121,465682.129924,5248200.207762,478.311454,-86.447218,63.757120,177.351994,465682.248944,5248204.386222,476.947998, 
36151,465681.885790,5248200.985614,478.400418,-86.424350,64.328140,177.420119,465681.571611,5248204.723590,476.730011, 
36181,465681.649461,5248201.666968,478.385832,-86.680032,63.011388,177.442015,465681.343991,5248205.814067,477.041992, 
36211,465681.269244,5248202.321906,478.370505,-86.599430,62.817597,177.433406,465681.016959,5248206.682848,477.174011, 
36241,465680.929763,5248203.007699,478.432294,-86.484817,62.719499,177.132639,465680.907559,5248208.628392,478.213989, 
36271,465680.610337,5248203.876319,478.421652,-86.647359,60.646139,177.249900,465680.672463,5248209.730025,478.962006, 
36301,465680.239746,5248204.546166,478.335071,-85.261245,62.527288,175.993627,465680.095262,5248210.411335,479.639008, 
36331,465679.867688,5248205.109408,478.340224,-85.650649,62.019434,176.354729,465679.246729,5248211.160912,480.743011, 
36361,465679.543766,5248205.715093,478.390370,-85.901383,62.251918,176.740016,465678.335755,5248211.555212,481.485992, 
36391,465679.223014,5248206.312024,478.498672,-86.027353,61.606046,176.877607,465677.017145,5248211.940782,482.712006, 
36421,465678.853578,5248206.947445,478.575390,-86.181135,61.839355,177.166580,465675.850266,5248212.458831,483.506012, 
36451,465678.414655,5248207.630506,478.695761,-86.287493,61.794512,177.371577,465675.189582,5248213.062832,484.020996, 
36481,465677.849798,5248208.423285,478.884058,-86.197708,61.535325,177.063809,465674.770230,5248213.632083,483.894012, 
36511,465677.135548,5248209.175761,479.226809,-85.780245,60.858152,176.514857,465674.508591,5248214.067047,483.509003, 
36541,465676.291132,5248209.872121,479.527748,-85.746422,61.346285,176.597991,465674.359595,5248214.401330,483.285004, 
36571,465675.561564,5248210.618916,479.724561,-85.329930,61.784822,176.169728,465673.937779,5248214.548270,482.799011, 
36601,465675.071757,5248211.356165,479.779908,-85.616206,62.711366,176.784166,465673.410166,5248214.673606,482.317993, 
36631,465674.677636,5248212.007096,479.792334,-85.863909,63.219258,177.093993,465672.799910,5248214.866105,481.980011, 
36661,465674.377032,5248212.698501,479.875691,-85.690196,64.574519,177.068114,465672.699061,5248215.689111,482.347992, 
36691,465674.336634,5248213.528572,480.031538,-87.030640,60.103409,178.141090,465672.841339,5248216.788538,482.981995, 
36721,465674.093287,5248214.156144,480.090829,-86.710740,60.965616,178.049463,465672.722071,5248217.044852,482.507996, 
36751,465673.782434,5248214.643968,480.091357,-86.658375,61.654846,177.984397,465672.599345,5248218.001350,482.497009, 
36781,465673.487906,5248215.136180,480.115243,-86.574878,61.166296,177.916126,465672.369785,5248218.758427,482.161011, 
36811,465673.139632,5248215.601837,480.180997,-87.180160,60.730065,178.604060,465672.466714,5248219.847007,481.704010, 
36841,465672.897371,5248216.258906,480.286063,-87.744339,58.783094,178.970510,465672.273863,5248220.426047,481.252014, 
36871,465672.580688,5248216.915423,480.330684,-88.263314,60.156187,179.847946,465672.430130,5248221.336462,480.713013, 
36901,465672.299244,5248217.608166,480.394452,-88.531784,59.597011,-179.875464,465672.669238,5248222.213051,479.876007, 
36931,465672.039550,5248218.309991,480.460085,-88.825130,59.674680,-179.574249,465672.497975,5248222.614146,479.522003, 
36961,465671.783972,5248219.016466,480.485379,-88.585553,58.357494,179.970298,465672.454522,5248222.925585,478.665985, 
36991,465671.440698,5248219.693424,480.502950,-88.541614,59.373279,179.967596,465672.304661,5248223.115394,478.119995, 
37021,465671.158295,5248220.374578,480.561987,-88.235530,59.103051,179.537110,465672.224110,5248223.538188,478.270996, 
37051,465671.016623,5248221.024137,480.557714,-88.375087,58.544188,179.638415,465671.998522,5248223.683983,478.059998, 
37081,465670.873025,5248221.584164,480.570052,-88.172554,59.495695,179.639558,465671.795202,5248223.762966,478.282990, 
37111,465670.785727,5248222.071102,480.606133,-88.599873,59.330593,-179.928172,465671.606188,5248223.708503,477.834015, 
37141,465670.661152,5248222.490490,480.634789,-88.338623,58.467719,179.587273,465671.265897,5248223.599352,477.304993, 
37171,465670.464593,5248222.707598,480.860618,-88.158672,58.717733,179.589652,465670.579660,5248223.703384,477.403992, 
37201,465670.258054,5248222.858329,481.081584,-88.287560,57.874113,179.645345,465669.916445,5248223.873967,477.191986, 
37231,465670.136055,5248223.012871,480.996609,-88.231603,58.391293,179.624381,465669.602310,5248224.364807,476.854004, 
37261,465669.911232,5248223.145288,480.815603,-87.942706,57.953596,179.087974,465669.386810,5248224.943978,476.285004, 
37291,465669.536656,5248223.330420,480.670870,-87.994755,57.666550,179.231478,465669.073051,5248225.501501,476.179993, 
37321,465669.073661,5248223.634851,480.552484,-88.024662,57.680995,179.172466,465668.533852,5248226.227045,476.596008, 
37351,465668.609356,5248224.114292,480.441238,-88.088995,57.459962,179.109596,465667.972205,5248226.986061,476.386993, 
37381,465668.297412,5248224.615120,480.322953,-88.191997,57.268570,179.180862,465667.416427,5248227.456087,477.276001, 
37411,465668.026675,5248225.122793,480.164470,-88.189531,57.578399,179.189676,465666.890552,5248227.881480,478.644012, 
37441,465667.718205,5248225.635835,480.100548,-88.374707,57.288954,179.341297,465666.328131,5248228.507137,479.980988, 
37471,465667.313890,5248226.238788,480.135142,-88.614600,56.715267,179.473918,465666.705231,5248229.749672,480.881012, 
37501,465666.772840,5248227.013448,480.123602,-88.323034,56.661353,179.115691,465667.283390,5248230.524255,481.556000, 
37531,465666.184521,5248227.670725,480.325330,-88.500707,56.850663,179.381502,465667.655747,5248230.955516,481.743011, 
37561,465665.814193,5248228.305864,480.681062,-88.635072,55.961224,179.468056,465667.594916,5248230.878075,481.760010, 
37591,465665.655509,5248229.047037,480.935235,-88.771667,57.394184,179.905806,465667.450868,5248230.767779,480.816986, 
37621,465665.702263,5248229.615577,481.232298,-88.798102,56.688776,179.907875,465667.186118,5248230.669302,480.539001, 
37651,465665.881614,5248230.149662,481.500722,-88.717534,56.721301,179.879631,465667.126450,5248230.791902,479.851013, 
37681,465666.042690,5248230.384531,481.706872,-88.538413,55.581022,179.664156,465667.120330,5248231.036440,478.778992, 
37711,465666.056212,5248230.381353,481.667254,-88.288880,55.196155,179.460049,465667.188715,5248231.113836,478.234985, 
37741,465665.992359,5248230.310808,481.615540,-88.155126,57.715298,179.571340,465667.733567,5248231.355159,477.636993, 
37771,465665.918301,5248230.301797,481.601081,-88.289929,55.454574,179.442067,465667.997140,5248231.253590,477.265991, 
37801,465665.803038,5248230.375483,481.631820,-88.193339,55.765948,179.309394,465667.885295,5248231.487634,476.131012, 
37831,465665.693336,5248230.484726,481.697156,-88.021457,56.452781,179.236315,465667.652554,5248231.700155,474.960999, 
37861,465665.796217,5248230.470113,481.728041,-87.894244,56.470339,179.163293,465667.291442,5248231.902315,473.924011, 
37891,465666.051417,5248230.362190,481.643427,-88.129204,54.759414,179.201278,465667.031629,5248232.648450,472.904999, 
37921,465666.304066,5248230.242505,481.480073,-88.103071,54.121153,179.067758,465666.777541,5248233.083373,471.882996, 
37951,465666.357168,5248230.205392,481.342050,-88.004664,55.278156,179.006969,465666.619690,5248233.195431,472.233002, 
37981,465666.308924,5248230.356714,481.176784,-88.201469,55.386940,179.117297,465666.313303,5248233.719567,472.656006, 
38011,465666.106397,5248230.649988,481.070613,-88.334830,53.763794,179.124584,465666.118757,5248234.009662,473.380005, 
38041,465665.892136,5248231.003343,481.114316,-88.452352,54.936341,179.452082,465665.983094,5248234.043793,474.195007, 
38071,465665.683938,5248231.423190,481.228864,-88.365205,54.025322,179.208812,465666.130343,5248233.409453,475.423004, 
38101,465665.424428,5248231.766677,481.289083,-88.356398,52.524718,178.949089,465666.228727,5248233.453333,474.602997, 
38131,465665.145682,5248232.151341,481.325547,-88.091700,53.289061,178.668824,465666.806567,5248232.883155,474.187012, 
38161,465664.909458,5248232.393115,481.418900,-88.147122,55.010797,179.128481,465666.586522,5248232.684391,473.832001, 
38191,465664.845238,5248232.511174,481.350494,-88.064337,53.950820,178.966540,465666.543321,5248233.040285,473.966003, 
38221,465664.913344,5248232.318348,481.067545,-87.945992,52.047502,178.790209,465666.596138,5248233.039976,474.196014, 
38251,465664.997258,5248231.951350,480.748400,-88.050967,49.761243,178.717974,465666.872288,5248232.504907,475.098999, 
38281,465665.035875,5248231.728076,480.410764,-87.986558,52.894848,178.779992,465666.872093,5248232.471563,475.273987, 
38311,465665.040458,5248231.550258,480.051173,-88.041997,53.409885,178.894752,465666.531605,5248232.329074,475.575012, 
38341,465664.954853,5248231.556895,479.869370,-88.090577,53.550635,178.864206,465665.756549,5248232.733698,474.563995, 
38371,465664.867064,5248231.799029,479.759416,-88.095764,54.984393,178.995967,465665.077531,5248232.782120,474.632996, 
38401,465665.012766,5248232.023980,479.598983,-88.135458,54.451469,179.083770,465665.018840,5248233.071420,474.523987, 
38431,465665.108229,5248232.084399,479.296461,-88.072205,49.855938,178.504213,465665.355415,5248233.836304,476.983002, 
38461,465664.795996,5248232.265217,479.169095,-88.163895,50.441959,178.596030,465665.565715,5248233.657254,477.734985, 
38491,465664.300238,5248232.619931,479.133052,-88.115776,50.990825,178.777573,465665.835669,5248233.355608,478.355988, 
38521,465663.904830,5248232.845412,479.122851,-88.022885,52.444231,178.865528,465666.106143,5248233.142864,477.287994, 
38551,465663.826078,5248232.966006,478.952161,-88.058061,52.524534,178.960552,465666.056703,5248232.431874,475.984009, 
38581,465663.922123,5248232.909238,478.696304,-88.191272,50.545924,179.032226,465666.254106,5248232.630765,476.591003, 
38611,465664.103854,5248232.847221,478.345975,-88.314453,50.195731,179.210779,465666.985372,5248232.482015,478.865997, 
38641,465664.222955,5248232.808387,478.036931,-88.356602,49.106729,179.131917,465667.706491,5248231.888773,481.031006, 
38671,465664.150751,5248232.940529,477.730699,-88.375620,49.238193,179.268716,465668.427156,5248231.217738,483.260010, 
38701,465664.011214,5248233.130241,477.537154,-88.325064,50.163861,179.346171,465669.070337,5248230.202630,485.803986, 
38731,465663.983683,5248233.451801,477.300148,-88.185517,51.909785,179.508295,465669.308612,5248229.645551,487.470001, 
38761,465664.063650,5248233.507394,477.055374,-88.195631,50.791177,179.546135,465669.768551,5248229.565066,489.144989, 
38791,465664.184083,5248233.639161,476.752351,-88.031820,51.510999,179.471579,465670.070391,5248229.552189,490.954987, 
38821,465664.197045,5248233.647252,476.490006,-88.106156,50.164474,179.476535,465670.033301,5248229.663544,491.838013, 
38851,465664.219916,5248233.730608,476.197871,-88.094725,50.051638,179.464209,465670.111698,5248230.163201,492.903992, 
38881,465664.153703,5248233.819235,476.151521,-88.125549,50.874364,179.545659,465669.540618,5248230.599977,493.436005, 
38911,465664.118418,5248233.974664,476.141746,-88.491824,47.666472,179.551505,465669.363893,5248231.356746,493.665009, 
38941,465663.941597,5248234.294228,476.235655,-88.290961,51.046892,179.714670,465669.101613,5248231.680572,494.825012, 
38971,465663.791358,5248234.608605,476.330444,-88.089685,49.946850,179.525329,465668.680563,5248233.250074,494.113007, 
39001,465663.452065,5248234.921784,476.496891,-88.273596,48.993394,179.394755,465668.312558,5248233.563409,495.332001, 
39031,465663.020537,5248235.352743,476.657632,-87.955054,47.887517,178.915888,465667.645834,5248233.133867,495.563995, 
39061,465662.635462,5248235.866085,476.736864,-87.698957,48.432118,178.508944,465667.112373,5248233.548192,495.031006, 
39091,465662.226223,5248236.308817,476.817092,-87.880107,49.531799,178.884065,465666.214404,5248233.586780,495.402008, 
39121,465661.894736,5248236.924239,476.865838,-87.529641,46.790835,178.188475,465665.604737,5248233.879301,495.856995, 
39151,465661.412886,5248237.429722,476.940835,-87.668479,48.411973,178.629350,465665.079340,5248234.382490,495.847992, 
39181,465661.056328,5248237.713624,477.123649,-87.406624,46.686127,178.177479,465664.717831,5248234.517967,495.011993, 
39211,465660.821419,5248238.243657,477.103951,-87.224397,48.514860,177.988699,465664.298619,5248235.109443,494.549011, 
39241,465660.354467,5248238.688601,477.230626,-86.804518,46.888347,177.232167,465663.686345,5248236.246622,493.653992, 
39271,465659.856718,5248239.274666,477.325724,-86.906913,47.105637,177.338056,465663.024696,5248236.683926,494.928009, 
39301,465659.324288,5248239.780532,477.320229,-87.253379,47.323819,177.704522,465662.760262,5248237.930210,495.828003, 
39331,465658.900506,5248240.328818,477.312741,-87.391452,46.000242,177.783677,465662.483859,5248238.420827,496.876007, 
39361,465658.385208,5248240.714440,477.398912,-87.393147,46.076212,178.008370,465662.422182,5248238.198915,498.402008, 
39391,465657.882248,5248241.167496,477.386637,-87.601685,46.476056,178.104434,465662.551868,5248237.142352,500.574005, 
39421,465657.351760,5248241.577245,477.464586,-87.635200,47.297289,178.465709,465661.965175,5248237.490307,499.217987, 
39451,465656.948527,5248242.005218,477.721593,-87.530609,49.741504,178.658746,465661.580121,5248237.470329,499.253998, 
39481,465656.617334,5248242.346448,477.776706,-87.660885,48.189064,178.812879,465661.406915,5248237.538024,499.742004, 
39511,465656.359712,5248242.554052,477.756979,-87.968703,39.391516,178.193509,465660.600308,5248237.709443,498.963013, 
39541,465655.889226,5248242.667328,477.736809,-87.339760,45.260502,178.289956,465659.855830,5248238.180572,498.770996, 
39571,465655.652241,5248243.023973,477.893000,-88.842500,25.856977,177.519875,465658.838082,5248238.386568,498.191010, 
39601,465655.259446,5248243.221261,478.003907,-88.824875,24.762204,177.745815,465657.999536,5248238.258103,498.885010, 
39631,465654.750604,5248243.255666,478.168495,-88.955533,21.529061,177.764932,465656.974504,5248238.508595,499.523010, 
39661,465654.418963,5248243.374682,478.228791,-89.197643,21.211297,178.316188,465656.113960,5248238.491399,499.505005, 
39691,465654.200400,5248243.496916,478.259681,-89.378190,19.533121,178.337133,465655.608463,5248238.527692,500.132996, 
39721,465653.820572,5248243.658469,478.292281,-89.372403,18.490459,178.481098,465655.263483,5248238.907582,499.113007, 
39751,465653.220771,5248243.795153,478.468789,-89.429320,15.792773,178.354028,465653.990824,5248239.404022,499.199005, 
39781,465652.626029,5248243.994725,478.635013,-90.157119,4.062856,177.719961,465653.110944,5248239.953735,498.311005, 
39811,465652.097589,5248244.028846,478.754887,-90.006571,3.437638,177.897331,465652.284226,5248240.558714,497.587006, 
39841,465651.787365,5248243.994332,478.787188,-91.077066,-13.338459,176.550444,465651.403960,5248241.041750,496.923004, 
39871,465651.393733,5248243.922388,478.785300,-91.534658,-18.356013,176.365047,465650.565089,5248240.857720,495.731995, 
39901,465650.859319,5248243.835725,478.823689,-91.083564,-15.480737,176.977681,465649.996226,5248240.383155,495.321014, 
39931,465650.292887,5248243.890265,478.859939,-91.045644,-16.124146,177.193988,465649.596274,5248240.396608,495.579987, 
39961,465649.693071,5248244.030379,478.953078,-90.973722,-17.090204,177.323956,465648.539681,5248240.413897,495.852997, 
39991,465648.969703,5248244.160243,479.052604,-90.821844,-17.153421,177.585591,465648.546910,5248240.358285,494.903015, 
40021,465648.306440,5248244.152485,479.221624,-90.707887,-18.963645,177.645479,465648.142929,5248239.682710,495.365997, 
40051,465647.815762,5248244.070748,479.326885,-90.498032,-18.831272,177.995251,465647.461381,5248239.297713,495.743988, 
40081,465647.362466,5248243.883595,479.357741,-90.389229,-18.466096,178.225200,465645.886558,5248238.462276,499.700989, 
40111,465646.817416,5248243.766058,479.307088,-90.117504,-17.029037,178.516096,465644.231400,5248235.504583,505.019989, 
40141,465646.271150,5248243.437979,479.390697,-89.910902,-18.292266,178.555820,465642.960522,5248231.144316,510.042999, 
40171,465645.721833,5248243.179271,479.438467,-89.932242,-18.051691,178.741059,465642.191274,5248228.670449,512.653015, 
40201,465645.205006,5248242.971474,479.501788,-89.972439,-20.394078,178.707689,465642.163899,5248227.859304,515.706970, 
40231,465644.705613,5248242.698935,479.592139,-89.938969,-21.177197,178.723615,465641.763881,5248226.572448,518.005981, 
40261,465644.215001,5248242.520542,479.596072,-89.782786,-21.765647,178.787962,465641.105564,5248226.287340,518.937988, 
40291,465643.654566,5248242.306038,479.606454,-89.696687,-19.743916,179.132800,465641.077060,5248226.576464,518.132996, 
40321,465643.058527,5248242.104213,479.633748,-89.612582,-20.274716,179.191833,465640.687316,5248227.045519,514.729980, 
40351,465642.442500,5248241.887544,479.633509,-89.632055,-20.044010,179.379658,465640.388275,5248227.536274,513.606995, 
40381,465641.873436,5248241.723692,479.624967,-89.454597,-19.236432,179.578754,465640.489646,5248228.091369,510.928009, 
40411,465641.349184,5248241.679406,479.646098,-89.538662,-21.972176,179.244068,465640.905665,5248228.244526,508.454010, 
40441,465640.919517,5248241.599228,479.639267,-89.936132,-25.500637,179.408798,465641.710571,5248229.073353,504.540009, 
40471,465640.634699,5248241.377978,479.518346,-89.832690,-25.853528,179.703809,465641.859504,5248230.017150,501.441986, 
40501,465640.409865,5248241.203375,479.331052,-89.773984,-26.708959,179.664027,465641.447124,5248230.486339,498.949005, 
40531,465640.118399,5248240.888223,479.138764,-89.627232,-27.293687,179.800056,465640.920222,5248230.733922,498.179993, 
40561,465639.918349,5248240.441937,479.063453,-89.304698,-23.591347,-179.711055,465639.721335,5248230.940978,496.743011, 
40591,465639.398626,5248239.793779,479.126472,-89.199821,-20.799796,-179.553006,465639.014403,5248231.378549,496.141998, 
40621,465638.593775,5248239.362505,479.298650,-89.371535,-21.888414,-179.728535,465637.886817,5248232.163105,495.429993, 
40651,465637.820551,5248239.098466,479.326832,-89.289087,-23.635898,-179.676331,465637.270395,5248232.589032,493.988007, 
40681,465637.210909,5248238.789143,479.350715,-89.174589,-22.892751,-179.455359,465636.789435,5248232.947485,492.089996, 
40711,465636.671759,5248238.450581,479.327142,-89.132664,-23.509954,-179.468598,465636.532818,5248232.948985,490.617004, 
40741,465636.091839,5248238.015016,479.311400,-89.015538,-21.450013,-179.173972,465636.273605,5248232.505952,489.459991, 
40771,465635.518739,5248237.602281,479.225908,-89.101845,-21.251583,-179.103737,465636.458515,5248233.149467,487.118011, 
40801,465634.956895,5248237.554615,479.115451,-89.408884,-24.368730,-179.390657,465635.494850,5248232.277118,486.661987, 
40831,465634.237403,5248237.399917,479.149761,-89.265099,-24.082109,-179.319557,465634.329407,5248231.750476,486.446014, 
40861,465633.573943,5248237.032824,479.172680,-88.914106,-24.882333,-179.460744,465633.437955,5248231.611209,486.252991, 
40891,465633.007252,5248236.537665,479.119116,-88.868418,-25.271703,-179.424549,465633.702495,5248232.965538,484.235992, 
40921,465632.429641,5248236.078493,479.066589,-88.922845,-23.403362,-179.203683,465633.387131,5248233.245226,483.347015, 
40951,465631.759069,5248235.693051,479.054252,-88.913739,-23.190804,-179.240536,465632.871882,5248232.903714,482.455994, 
40981,465630.992890,5248235.431668,479.072298,-88.944448,-24.172101,-179.318269,465632.579218,5248233.194383,481.105988, 
41011,465630.357742,5248235.220204,479.115986,-88.948315,-24.678910,-179.311988,465632.445049,5248233.484125,479.854004, 
41041,465629.830122,5248234.940033,479.177497,-88.898220,-25.215108,-179.192464,465632.312377,5248234.029477,479.109985, 
41071,465629.269288,5248234.516295,479.141147,-88.487023,-26.018684,-179.528847,465631.790501,5248233.843593,478.609009, 
41101,465628.735218,5248234.159674,479.140207,-88.553687,-25.809281,-179.496899,465631.391389,5248234.001523,477.778015, 
41131,465628.117067,5248233.817912,479.059287,-88.336993,-25.780258,-179.592891,465630.977318,5248234.181763,476.834015, 
41161,465627.468850,5248233.444485,479.067899,-88.402292,-25.819647,-179.609234,465630.160431,5248233.886470,476.648010, 
41191,465626.875477,5248233.102466,479.198497,-88.433548,-25.967022,-179.570993,465629.229166,5248233.391799,477.048004, 
41221,465626.361479,5248232.896305,479.258315,-88.330099,-25.477405,-179.389511,465628.506622,5248232.451357,477.705994, 
41251,465625.903868,5248232.818554,479.274037,-88.517713,-26.261066,-179.538184,465627.755846,5248231.844488,477.733002, 
41281,465625.302417,5248232.608337,479.121571,-88.665549,-27.192862,-179.690436,465627.155101,5248231.081157,478.126007, 
41311,465624.591378,5248232.270647,479.137199,-88.756464,-26.820373,-179.680747,465626.638880,5248230.572946,478.005005, 
41341,465623.781662,5248231.840150,479.241650,-89.256919,-28.802885,-179.371272,465625.897473,5248230.277215,478.145996, 
41371,465622.998269,5248231.292828,479.413628,-88.899130,-27.030006,-179.236147,465625.216238,5248229.947786,478.151001, 
41401,465622.446970,5248230.639856,479.461571,-88.899897,-26.739255,-179.092222,465624.511916,5248229.540697,477.343994, 
41431,465622.150042,5248230.169347,479.332708,-88.961894,-26.184079,-179.016420,465623.545445,5248229.479667,477.347015, 
41461,465621.882643,5248229.930270,479.129105,-89.095529,-26.531565,-179.130592,465622.960382,5248228.816266,477.726013, 
41491,465621.354351,5248229.758531,479.108928,-88.920862,-27.263831,-179.300043,465622.088512,5248228.154542,477.834015, 
41521,465620.629819,5248229.505015,479.244363,-88.996078,-27.613264,-179.420216,465621.751876,5248227.378550,479.692993, 
41551,465619.925794,5248229.269441,479.292918,-88.813444,-27.474687,-179.325913,465621.137266,5248226.826459,480.270996, 
41581,465619.271324,5248229.040316,479.217877,-88.822109,-27.912911,-179.338919,465621.003572,5248225.904801,482.023010, 
41611,465618.626819,5248228.798177,479.168748,-88.770920,-28.405094,-179.472865,465620.117190,5248225.343187,482.928986, 
41641,465618.085594,5248228.496780,479.192740,-88.761475,-27.858489,-179.331826,465618.996123,5248224.660694,482.811005, 
41671,465617.624551,5248228.191436,479.153935,-88.653514,-26.154616,-179.259518,465618.130374,5248223.754433,483.319000, 
41701,465617.092693,5248227.962773,479.006171,-88.675831,-27.241669,-179.289577,465616.927125,5248223.216900,483.161011, 
41731,465616.595293,5248227.686926,478.814820,-88.673465,-28.168600,-179.411756,465616.258067,5248222.387283,484.381012, 
41761,465616.015355,5248227.318828,478.740219,-88.702204,-28.517026,-179.469471,465615.813936,5248221.300736,485.657013, 
41791,465615.388885,5248226.819618,478.855270,-88.791791,-28.146793,-179.406060,465615.130043,5248220.515663,487.444000, 
41821,465614.647197,5248226.308754,478.899673,-88.970923,-28.406419,-179.480405,465614.318039,5248219.764680,487.966003, 
41851,465613.847889,5248225.913950,478.778677,-88.917268,-28.503242,-179.557422,465613.866161,5248218.644837,488.859985, 
41881,465613.226458,5248225.673065,478.499137,-88.882521,-27.635255,-179.225879,465613.342325,5248218.125556,487.950989, 
41911,465612.798071,5248225.592546,478.394983,-88.935442,-27.411073,-179.215594,465612.496484,5248218.041596,486.407013, 
41941,465612.243395,5248225.363585,478.380351,-88.844953,-30.323382,-179.512386,465611.525385,5248218.480715,485.800995, 
41971,465611.627450,5248225.083407,478.487914,-88.788557,-31.527072,-179.369157,465611.206171,5248219.393910,485.408997, 
42001,465611.263702,5248224.727818,478.752896,-88.372875,-31.590139,-179.457439,465610.758653,5248220.307855,483.825989, 
42031,465610.977645,5248224.355706,479.015725,-87.714717,-30.814125,-179.449369,465610.076386,5248221.089808,483.705994, 
42061,465610.631983,5248224.102676,479.175649,-87.964280,-30.974827,-179.453714,465609.980151,5248221.412674,484.300995, 
42091,465610.210110,5248223.946714,479.361702,-87.615505,-32.570032,-179.422540,465611.128151,5248224.117706,478.813995, 
42121,465610.034777,5248223.923225,479.306468,-87.269992,-34.042390,-179.516380,465612.458458,5248228.310917,470.585999, 
42151,465610.128022,5248223.956121,479.251703,-87.058701,-35.459887,-179.551853,465611.649710,5248228.115602,471.666992, 
42181,465610.138144,5248223.757255,479.375735,-86.808213,-33.999760,-179.293272,465611.360555,5248227.717198,473.322998, 
42211,465610.098182,5248223.396444,479.462522,-87.142240,-35.318294,-179.448562,465610.573011,5248227.277258,474.295013, 
42241,465609.959645,5248223.004018,479.556977,-87.015390,-34.059742,-179.357278,465609.784230,5248226.626164,475.609009, 
42271,465609.547890,5248222.481794,479.685156,-87.132534,-32.792205,-179.373024,465608.890304,5248226.064596,476.125000, 
42301,465608.846309,5248222.235179,479.882182,-87.358306,-31.411694,-179.233401,465608.208366,5248225.612924,476.451996, 
42331,465608.116529,5248222.142887,480.091287,-87.538275,-31.918410,-179.283488,465607.593042,5248224.938585,476.010986, 
42361,465607.398465,5248221.961625,480.113591,-87.440900,-32.324294,-179.261435,465606.937133,5248223.775483,475.808014, 
42391,465606.767887,5248221.685018,480.058337,-87.535237,-32.290476,-179.231898,465606.101368,5248222.835708,475.959991, 
42421,465606.247164,5248221.362510,480.035079,-87.583177,-32.770156,-179.273429,465605.274005,5248222.040363,474.963989, 
42451,465605.753690,5248220.922666,480.002712,-87.623154,-32.551904,-179.253133,465604.570847,5248221.833316,475.394989, 
42481,465605.283585,5248220.249504,479.989186,-87.634652,-34.373737,-179.423029,465603.784016,5248221.515621,475.425995, 
42511,465604.772583,5248219.402049,480.108551,-87.768893,-32.209974,-179.170117,465602.929395,5248221.220551,475.610992, 
42541,465604.148806,5248218.725115,480.106225,-88.022951,-33.205604,-179.333949,465602.021798,5248220.903569,475.252014, 
42571,465603.472071,5248218.301684,480.101988,-88.182240,-32.491411,-179.169815,465601.378829,5248220.662830,475.308990, 
42601,465602.788457,5248218.091585,480.049612,-88.373298,-33.374845,-179.334934,465600.743079,5248220.366480,474.992004, 
42631,465602.072478,5248218.044678,480.013628,-88.506851,-33.038889,-179.214818,465600.380664,5248220.346375,475.105011, 
42661,465601.386515,5248218.072041,479.945640,-88.562905,-34.484293,-179.354508,465599.790789,5248220.149781,475.463013, 
42691,465600.700226,5248217.968394,479.818741,-88.436500,-35.480791,-179.350551,465599.041629,5248219.820755,475.220001, 
42721,465600.123073,5248217.650668,479.746784,-88.397401,-34.758655,-179.283072,465597.655027,5248220.195626,475.332001, 
42751,465599.629671,5248217.159716,479.667586,-88.306646,-33.256339,-179.145820,465596.605335,5248220.101746,476.071991, 
42781,465599.090370,5248216.500562,479.583092,-88.453165,-35.514277,-179.382174,465595.708675,5248219.073421,476.799988, 
42811,465598.480015,5248215.910567,479.510449,-88.459714,-35.020269,-179.342526,465594.624562,5248218.257350,477.511993, 
42841,465597.814722,5248215.398913,479.488954,-88.545826,-35.763432,-179.428288,465594.343214,5248217.903357,478.582001, 
42871,465597.014311,5248214.916962,479.608030,-88.548530,-35.211243,-179.470680,465593.722375,5248217.573585,479.106995, 
42901,465596.022447,5248214.356723,479.791456,-88.654967,-35.394209,-179.536548,465593.041271,5248217.266385,479.285004, 
42931,465594.899650,5248213.811280,480.020813,-88.633403,-35.605886,-179.529459,465592.240579,5248217.159935,479.062012, 
42961,465593.919235,5248213.133564,480.149886,-88.543463,-36.745768,-179.416384,465591.160110,5248216.966216,478.464996, 
42991,465593.299852,5248212.834343,480.122398,-88.593791,-35.785228,-179.144404,465590.448822,5248216.659196,478.682007, 
43021,465592.785703,5248212.786883,480.074807,-88.671962,-37.335350,-179.259656,465589.676692,5248216.274735,479.062012, 
43051,465592.104836,5248212.693848,480.093988,-88.776642,-36.475529,-179.303473,465588.857980,5248215.668276,479.589996, 
43081,465591.300887,5248212.595545,480.153321,-88.809152,-38.463136,-179.446998,465587.804700,5248214.963165,480.406006, 
