Timpstemp, imgid, svid_1, svid_2, svid_3,,,,,,,,,,,,,
1494012933,44520,51,50,52,,,,,,,,,,,,, 
1494046266,44521,51,50,52,,,,,,,,,,,,, 
1494079599,44522,51,50,52,,,,,,,,,,,,, 
1494114889,44523,51,50,52,,,,,,,,,,,,, 
1494148222,44524,51,50,52,,,,,,,,,,,,, 
1494181555,44525,51,50,52,,,,,,,,,,,,, 
1494214888,44526,51,50,52,,,,,,,,,,,,, 
1494248221,44527,51,50,52,,,,,,,,,,,,, 
1494281554,44528,51,50,52,,,,,,,,,,,,, 
1494314478,44529,51,50,52,,,,,,,,,,,,, 
1494347811,44530,51,50,52,,,,,,,,,,,,, 
1494381144,44531,51,50,52,,,,,,,,,,,,, 
1494414477,44532,51,50,52,,,,,,,,,,,,, 
1494447810,44533,51,50,52,,,,,,,,,,,,, 
1494481143,44534,51,50,52,,,,,,,,,,,,, 
1494521474,44535,51,50,52,,,,,,,,,,,,, 
1494554807,44536,51,50,52,,,,,,,,,,,,, 
1494588140,44537,51,50,52,,,,,,,,,,,,, 
1494621473,44538,51,50,52,,,,,,,,,,,,, 
1494654806,44539,51,50,52,,,,,,,,,,,,, 
1494688139,44540,51,50,52,,,,,,,,,,,,, 
1494717248,44541,51,50,52,,,,,,,,,,,,, 
1494750581,44542,51,50,52,,,,,,,,,,,,, 
1494783914,44543,51,50,52,,,,,,,,,,,,, 
1494817247,44544,51,50,52,,,,,,,,,,,,, 
1494850580,44545,51,50,52,,,,,,,,,,,,, 
1494883913,44546,51,50,52,,,,,,,,,,,,, 
1494917957,44547,51,50,52,,,,,,,,,,,,, 
1494951290,44548,51,50,52,,,,,,,,,,,,, 
1494984623,44549,51,50,52,,,,,,,,,,,,, 
1495017956,44550,51,50,52,,,,,,,,,,,,, 
1495051289,44551,51,50,52,,,,,,,,,,,,, 
1495084622,44552,51,50,52,,,,,,,,,,,,, 
1495111715,44553,51,50,52,,,,,,,,,,,,, 
1495145048,44554,51,50,52,,,,,,,,,,,,, 
1495178381,44555,51,50,52,,,,,,,,,,,,, 
1495211714,44556,51,50,52,,,,,,,,,,,,, 
1495245047,44557,51,50,52,,,,,,,,,,,,, 
1495278380,44558,51,50,52,,,,,,,,,,,,, 
1495313612,44559,51,50,52,,,,,,,,,,,,, 
1495346945,44560,51,50,52,,,,,,,,,,,,, 
1495380278,44561,51,50,52,,,,,,,,,,,,, 
1495413611,44562,51,50,52,,,,,,,,,,,,, 
1495446944,44563,51,50,52,,,,,,,,,,,,, 
1495480277,44564,51,50,52,,,,,,,,,,,,, 
1495507217,44565,51,50,52,,,,,,,,,,,,, 
1495540550,44566,51,50,52,,,,,,,,,,,,, 
1495573883,44567,51,50,52,,,,,,,,,,,,, 
1495607216,44568,51,50,52,,,,,,,,,,,,, 
1495640549,44569,51,50,52,,,,,,,,,,,,, 
1495673882,44570,51,50,52,,,,,,,,,,,,, 
1495716140,44571,51,50,52,,,,,,,,,,,,, 
1495749473,44572,51,50,52,,,,,,,,,,,,, 
1495782806,44573,51,50,52,,,,,,,,,,,,, 
1495816139,44574,51,50,52,,,,,,,,,,,,, 
1495849472,44575,51,50,52,,,,,,,,,,,,, 
1495882805,44576,51,50,52,,,,,,,,,,,,, 
1495916991,44577,51,50,52,,,,,,,,,,,,, 
1495950324,44578,51,50,52,,,,,,,,,,,,, 
1495983657,44579,51,50,52,,,,,,,,,,,,, 
1496016990,44580,51,50,52,,,,,,,,,,,,, 
1496050323,44581,51,50,52,,,,,,,,,,,,, 
1496083656,44582,51,50,52,,,,,,,,,,,,, 
1496117904,44583,51,50,52,,,,,,,,,,,,, 
1496151237,44584,51,50,52,,,,,,,,,,,,, 
1496184570,44585,51,50,52,,,,,,,,,,,,, 
1496217903,44586,51,50,52,,,,,,,,,,,,, 
1496251236,44587,51,50,52,,,,,,,,,,,,, 
1496284569,44588,51,50,52,,,,,,,,,,,,, 
1496317541,44589,51,50,52,,,,,,,,,,,,, 
1496350874,44590,51,50,52,,,,,,,,,,,,, 
1496384207,44591,51,50,52,,,,,,,,,,,,, 
1496417540,44592,51,50,52,,,,,,,,,,,,, 
1496450873,44593,51,50,52,,,,,,,,,,,,, 
1496484206,44594,51,50,52,,,,,,,,,,,,, 
1496519446,44595,51,50,52,,,,,,,,,,,,, 
1496552779,44596,51,50,52,,,,,,,,,,,,, 
1496586112,44597,51,50,52,,,,,,,,,,,,, 
1496619445,44598,51,50,52,,,,,,,,,,,,, 
1496652778,44599,51,50,52,,,,,,,,,,,,, 
1496686111,44600,51,50,52,,,,,,,,,,,,, 
1496712224,44601,51,50,52,,,,,,,,,,,,, 
1496745557,44602,51,50,52,,,,,,,,,,,,, 
1496778890,44603,51,50,52,,,,,,,,,,,,, 
1496812223,44604,51,50,52,,,,,,,,,,,,, 
1496845556,44605,51,50,52,,,,,,,,,,,,, 
1496878889,44606,51,50,52,,,,,,,,,,,,, 
1496916944,44607,51,50,52,,,,,,,,,,,,, 
1496950277,44608,51,50,52,,,,,,,,,,,,, 
1496983610,44609,51,50,52,,,,,,,,,,,,, 
1497016943,44610,51,50,52,,,,,,,,,,,,, 
1497050276,44611,51,50,52,,,,,,,,,,,,, 
1497083609,44612,51,50,52,,,,,,,,,,,,, 
1497114442,44613,51,50,52,,,,,,,,,,,,, 
1497147775,44614,51,50,52,,,,,,,,,,,,, 
1497181108,44615,51,50,52,,,,,,,,,,,,, 
1497214441,44616,51,50,52,,,,,,,,,,,,, 
1497247774,44617,51,50,52,,,,,,,,,,,,, 
1497281107,44618,51,50,52,,,,,,,,,,,,, 
1497316291,44619,51,50,52,,,,,,,,,,,,, 
1497349624,44620,51,50,52,,,,,,,,,,,,, 
1497382957,44621,51,50,52,,,,,,,,,,,,, 
1497416290,44622,51,50,52,,,,,,,,,,,,, 
1497449623,44623,51,50,52,,,,,,,,,,,,, 
1497482956,44624,51,50,52,,,,,,,,,,,,, 
1497517157,44625,51,52,50,,,,,,,,,,,,, 
1497550490,44626,51,52,50,,,,,,,,,,,,, 
1497583823,44627,51,52,50,,,,,,,,,,,,, 
1497617156,44628,51,52,50,,,,,,,,,,,,, 
1497650489,44629,51,52,50,,,,,,,,,,,,, 
1497683822,44630,51,52,50,,,,,,,,,,,,, 
1497724081,44631,51,52,50,,,,,,,,,,,,, 
1497757414,44632,51,52,50,,,,,,,,,,,,, 
1497790747,44633,51,52,50,,,,,,,,,,,,, 
1497824080,44634,51,52,50,,,,,,,,,,,,, 
1497857413,44635,51,52,50,,,,,,,,,,,,, 
1497890746,44636,51,52,50,,,,,,,,,,,,, 
1497914547,44637,51,52,50,,,,,,,,,,,,, 
1497947880,44638,51,52,50,,,,,,,,,,,,, 
1497981213,44639,51,52,50,,,,,,,,,,,,, 
1498014546,44640,51,52,50,,,,,,,,,,,,, 
1498047879,44641,51,52,50,,,,,,,,,,,,, 
1498081212,44642,51,52,50,,,,,,,,,,,,, 
1498117235,44643,51,52,50,,,,,,,,,,,,, 
1498150568,44644,51,52,50,,,,,,,,,,,,, 
1498183901,44645,51,52,50,,,,,,,,,,,,, 
1498217234,44646,51,52,50,,,,,,,,,,,,, 
1498250567,44647,51,52,50,,,,,,,,,,,,, 
1498283900,44648,51,52,50,,,,,,,,,,,,, 
1498310030,44649,51,52,50,,,,,,,,,,,,, 
1498343363,44650,51,52,50,,,,,,,,,,,,, 
1498376696,44651,51,52,50,,,,,,,,,,,,, 
1498410029,44652,51,52,50,,,,,,,,,,,,, 
1498443362,44653,51,52,50,,,,,,,,,,,,, 
1498476695,44654,51,52,50,,,,,,,,,,,,, 
1498508919,44655,51,52,50,,,,,,,,,,,,, 
1498542252,44656,51,52,50,,,,,,,,,,,,, 
1498575585,44657,51,52,50,,,,,,,,,,,,, 
1498608918,44658,51,52,50,,,,,,,,,,,,, 
1498642251,44659,51,52,50,,,,,,,,,,,,, 
1498675584,44660,51,52,50,,,,,,,,,,,,, 
1498709704,44661,51,52,50,,,,,,,,,,,,, 
1498743037,44662,51,52,50,,,,,,,,,,,,, 
1498776370,44663,51,52,50,,,,,,,,,,,,, 
1498809703,44664,51,52,50,,,,,,,,,,,,, 
1498843036,44665,51,52,50,,,,,,,,,,,,, 
1498876369,44666,51,52,50,,,,,,,,,,,,, 
1498910460,44667,51,52,50,,,,,,,,,,,,, 
1498943793,44668,51,52,50,,,,,,,,,,,,, 
1498977126,44669,51,52,50,,,,,,,,,,,,, 
1499010459,44670,51,52,50,,,,,,,,,,,,, 
1499043792,44671,51,52,50,,,,,,,,,,,,, 
1499077125,44672,51,52,50,,,,,,,,,,,,, 
1499113343,44673,51,52,50,,,,,,,,,,,,, 
1499146676,44674,51,52,50,,,,,,,,,,,,, 
1499180009,44675,51,52,50,,,,,,,,,,,,, 
1499213342,44676,51,52,50,,,,,,,,,,,,, 
1499246675,44677,51,52,50,,,,,,,,,,,,, 
1499280008,44678,51,52,50,,,,,,,,,,,,, 
1499319098,44679,51,52,50,,,,,,,,,,,,, 
1499352431,44680,51,52,50,,,,,,,,,,,,, 
1499385764,44681,51,52,50,,,,,,,,,,,,, 
1499419097,44682,51,52,50,,,,,,,,,,,,, 
1499452430,44683,51,52,50,,,,,,,,,,,,, 
1499485763,44684,51,52,50,,,,,,,,,,,,, 
1499510915,44685,51,52,50,,,,,,,,,,,,, 
1499544248,44686,51,52,50,,,,,,,,,,,,, 
1499577581,44687,51,52,50,,,,,,,,,,,,, 
1499610914,44688,51,52,50,,,,,,,,,,,,, 
1499644247,44689,51,52,50,,,,,,,,,,,,, 
1499677580,44690,51,52,50,,,,,,,,,,,,, 
1499711599,44691,51,52,50,,,,,,,,,,,,, 
1499744932,44692,51,52,50,,,,,,,,,,,,, 
1499778265,44693,51,52,50,,,,,,,,,,,,, 
1499811598,44694,51,52,50,,,,,,,,,,,,, 
1499844931,44695,51,52,50,,,,,,,,,,,,, 
1499878264,44696,51,52,50,,,,,,,,,,,,, 
1499908245,44697,51,52,50,,,,,,,,,,,,, 
1499941578,44698,51,52,50,,,,,,,,,,,,, 
1499974911,44699,51,52,50,,,,,,,,,,,,, 
1500008244,44700,51,52,50,,,,,,,,,,,,, 
1500041577,44701,51,52,50,,,,,,,,,,,,, 
1500074910,44702,51,52,50,,,,,,,,,,,,, 
1500109007,44703,51,52,50,,,,,,,,,,,,, 
1500142340,44704,51,52,50,,,,,,,,,,,,, 
1500175673,44705,51,52,50,,,,,,,,,,,,, 
1500209006,44706,51,52,50,,,,,,,,,,,,, 
1500242339,44707,51,52,50,,,,,,,,,,,,, 
1500275672,44708,51,52,50,,,,,,,,,,,,, 
1500308823,44709,51,52,50,,,,,,,,,,,,, 
1500342156,44710,51,52,50,,,,,,,,,,,,, 
1500375489,44711,51,52,50,,,,,,,,,,,,, 
1500408822,44712,51,52,50,,,,,,,,,,,,, 
1500442155,44713,51,52,50,,,,,,,,,,,,, 
1500475488,44714,51,52,50,,,,,,,,,,,,, 
1500520930,44715,51,52,50,,,,,,,,,,,,, 
1500554263,44716,51,52,50,,,,,,,,,,,,, 
1500587596,44717,51,52,50,,,,,,,,,,,,, 
1500620929,44718,51,52,50,,,,,,,,,,,,, 
1500654262,44719,51,52,50,,,,,,,,,,,,, 
1500687595,44720,51,52,50,,,,,,,,,,,,, 
1500708330,44721,51,52,50,,,,,,,,,,,,, 
1500741663,44722,51,52,50,,,,,,,,,,,,, 
1500774996,44723,51,52,50,,,,,,,,,,,,, 
1500808329,44724,51,52,50,,,,,,,,,,,,, 
1500841662,44725,51,52,50,,,,,,,,,,,,, 
1500874995,44726,51,52,50,,,,,,,,,,,,, 
1500913195,44727,51,52,50,,,,,,,,,,,,, 
1500946528,44728,51,52,50,,,,,,,,,,,,, 
1500979861,44729,51,52,50,,,,,,,,,,,,, 
1501013194,44730,51,52,50,,,,,,,,,,,,, 
1501046527,44731,51,52,50,,,,,,,,,,,,, 
1501079860,44732,51,52,50,,,,,,,,,,,,, 
1501106964,44733,51,52,50,,,,,,,,,,,,, 
1501140297,44734,51,52,50,,,,,,,,,,,,, 
1501173630,44735,51,52,50,,,,,,,,,,,,, 
1501206963,44736,51,52,50,,,,,,,,,,,,, 
1501240296,44737,51,52,50,,,,,,,,,,,,, 
1501273629,44738,51,52,50,,,,,,,,,,,,, 
1501309711,44739,51,52,50,,,,,,,,,,,,, 
1501343044,44740,51,52,50,,,,,,,,,,,,, 
1501376377,44741,51,52,50,,,,,,,,,,,,, 
1501409710,44742,51,52,50,,,,,,,,,,,,, 
1501443043,44743,51,52,50,,,,,,,,,,,,, 
1501476376,44744,51,52,50,,,,,,,,,,,,, 
1501511643,44745,51,52,50,,,,,,,,,,,,, 
1501544976,44746,51,52,50,,,,,,,,,,,,, 
1501578309,44747,51,52,50,,,,,,,,,,,,, 
1501611642,44748,51,52,50,,,,,,,,,,,,, 
1501644975,44749,51,52,50,,,,,,,,,,,,, 
1501678308,44750,51,52,50,,,,,,,,,,,,, 
1501718597,44751,51,52,50,,,,,,,,,,,,, 
1501751930,44752,51,52,50,,,,,,,,,,,,, 
1501785263,44753,51,52,50,,,,,,,,,,,,, 
1501818596,44754,51,52,50,,,,,,,,,,,,, 
1501851929,44755,51,52,50,,,,,,,,,,,,, 
1501885262,44756,51,52,50,,,,,,,,,,,,, 
1501920385,44757,51,52,50,,,,,,,,,,,,, 
1501953718,44758,51,52,50,,,,,,,,,,,,, 
1501987051,44759,51,52,50,,,,,,,,,,,,, 
1502020384,44760,51,52,50,,,,,,,,,,,,, 
1502053717,44761,51,52,50,,,,,,,,,,,,, 
1502087050,44762,51,52,50,,,,,,,,,,,,, 
1502121137,44763,51,52,50,,,,,,,,,,,,, 
1502154470,44764,51,52,50,,,,,,,,,,,,, 
1502187803,44765,51,52,50,,,,,,,,,,,,, 
1502221136,44766,51,52,50,,,,,,,,,,,,, 
1502254469,44767,51,52,50,,,,,,,,,,,,, 
1502287802,44768,51,52,50,,,,,,,,,,,,, 
1502318916,44769,51,52,50,,,,,,,,,,,,, 
1502352249,44770,51,52,50,,,,,,,,,,,,, 
1502385582,44771,51,52,50,,,,,,,,,,,,, 
1502418915,44772,51,52,50,,,,,,,,,,,,, 
1502452248,44773,51,52,50,,,,,,,,,,,,, 
1502485581,44774,51,52,50,,,,,,,,,,,,, 
1502521900,44775,51,52,50,,,,,,,,,,,,, 
1502555233,44776,51,52,50,,,,,,,,,,,,, 
1502588566,44777,51,52,50,,,,,,,,,,,,, 
1502621899,44778,51,52,50,,,,,,,,,,,,, 
1502655232,44779,51,52,50,,,,,,,,,,,,, 
1502688565,44780,51,52,50,,,,,,,,,,,,, 
1502716554,44781,51,52,50,,,,,,,,,,,,, 
1502749887,44782,51,52,50,,,,,,,,,,,,, 
1502783220,44783,51,52,50,,,,,,,,,,,,, 
1502816553,44784,51,52,50,,,,,,,,,,,,, 
1502849886,44785,51,52,50,,,,,,,,,,,,, 
1502883219,44786,51,52,50,,,,,,,,,,,,, 
1502917207,44787,51,52,50,,,,,,,,,,,,, 
1502950540,44788,51,52,50,,,,,,,,,,,,, 
1502983873,44789,51,52,50,,,,,,,,,,,,, 
1503017206,44790,51,52,50,,,,,,,,,,,,, 
1503050539,44791,51,52,50,,,,,,,,,,,,, 
1503083872,44792,51,52,50,,,,,,,,,,,,, 
1503112909,44793,51,52,50,,,,,,,,,,,,, 
1503146242,44794,51,52,50,,,,,,,,,,,,, 
1503179575,44795,51,52,50,,,,,,,,,,,,, 
1503212908,44796,51,52,50,,,,,,,,,,,,, 
1503246241,44797,51,52,50,,,,,,,,,,,,, 
1503279574,44798,51,52,50,,,,,,,,,,,,, 
1503318642,44799,51,52,50,,,,,,,,,,,,, 
1503351975,44800,51,52,50,,,,,,,,,,,,, 
1503385308,44801,51,52,50,,,,,,,,,,,,, 
1503418641,44802,51,52,50,,,,,,,,,,,,, 
1503451974,44803,51,52,50,,,,,,,,,,,,, 
1503485307,44804,51,52,50,,,,,,,,,,,,, 
1503518342,44805,51,52,50,,,,,,,,,,,,, 
1503551675,44806,51,52,50,,,,,,,,,,,,, 
1503585008,44807,51,52,50,,,,,,,,,,,,, 
1503618341,44808,51,52,50,,,,,,,,,,,,, 
1503651674,44809,51,52,50,,,,,,,,,,,,, 
1503685007,44810,51,52,50,,,,,,,,,,,,, 
1503722251,44811,51,52,50,,,,,,,,,,,,, 
1503755584,44812,51,52,50,,,,,,,,,,,,, 
1503788917,44813,51,52,50,,,,,,,,,,,,, 
1503822250,44814,51,52,50,,,,,,,,,,,,, 
1503855583,44815,51,52,50,,,,,,,,,,,,, 
1503888916,44816,51,52,50,,,,,,,,,,,,, 
1503915928,44817,51,52,50,,,,,,,,,,,,, 
1503949261,44818,51,52,50,,,,,,,,,,,,, 
1503982594,44819,51,52,50,,,,,,,,,,,,, 
1504015927,44820,51,52,50,,,,,,,,,,,,, 
1504049260,44821,51,52,50,,,,,,,,,,,,, 
1504082593,44822,51,52,50,,,,,,,,,,,,, 
1504113676,44823,52,51,50,,,,,,,,,,,,, 
1504147009,44824,52,51,50,,,,,,,,,,,,, 
1504180342,44825,52,51,50,,,,,,,,,,,,, 
1504213675,44826,52,51,50,,,,,,,,,,,,, 
1504247008,44827,52,51,50,,,,,,,,,,,,, 
1504280341,44828,52,51,50,,,,,,,,,,,,, 
1504312404,44829,52,51,50,,,,,,,,,,,,, 
1504345737,44830,52,51,50,,,,,,,,,,,,, 
1504379070,44831,52,51,50,,,,,,,,,,,,, 
1504412403,44832,52,51,50,,,,,,,,,,,,, 
1504445736,44833,52,51,50,,,,,,,,,,,,, 
1504479069,44834,52,51,50,,,,,,,,,,,,, 
1504522192,44835,51,52,50,,,,,,,,,,,,, 
1504555525,44836,51,52,50,,,,,,,,,,,,, 
1504588858,44837,51,52,50,,,,,,,,,,,,, 
1504622191,44838,51,52,50,,,,,,,,,,,,, 
1504655524,44839,51,52,50,,,,,,,,,,,,, 
1504688857,44840,51,52,50,,,,,,,,,,,,, 
1504725000,44841,51,52,50,,,,,,,,,,,,, 
1504758333,44842,51,52,50,,,,,,,,,,,,, 
1504791666,44843,51,52,50,,,,,,,,,,,,, 
1504824999,44844,51,52,50,,,,,,,,,,,,, 
1504858332,44845,51,52,50,,,,,,,,,,,,, 
1504891665,44846,51,52,50,,,,,,,,,,,,, 
1504925904,44847,51,52,50,,,,,,,,,,,,, 
1504959237,44848,51,52,50,,,,,,,,,,,,, 
1504992570,44849,51,52,50,,,,,,,,,,,,, 
1505025903,44850,51,52,50,,,,,,,,,,,,, 
1505059236,44851,51,52,50,,,,,,,,,,,,, 
1505092569,44852,51,52,50,,,,,,,,,,,,, 
1505122597,44853,51,52,50,,,,,,,,,,,,, 
1505155930,44854,51,52,50,,,,,,,,,,,,, 
1505189263,44855,51,52,50,,,,,,,,,,,,, 
1505222596,44856,51,52,50,,,,,,,,,,,,, 
1505255929,44857,51,52,50,,,,,,,,,,,,, 
1505289262,44858,51,52,50,,,,,,,,,,,,, 
1505325336,44859,51,52,50,,,,,,,,,,,,, 
1505358669,44860,51,52,50,,,,,,,,,,,,, 
1505392002,44861,51,52,50,,,,,,,,,,,,, 
1505425335,44862,51,52,50,,,,,,,,,,,,, 
1505458668,44863,51,52,50,,,,,,,,,,,,, 
1505492001,44864,51,52,50,,,,,,,,,,,,, 
1505519959,44865,51,52,50,,,,,,,,,,,,, 
1505553292,44866,51,52,50,,,,,,,,,,,,, 
1505586625,44867,51,52,50,,,,,,,,,,,,, 
1505619958,44868,51,52,50,,,,,,,,,,,,, 
1505653291,44869,51,52,50,,,,,,,,,,,,, 
1505686624,44870,51,52,50,,,,,,,,,,,,, 
1505722821,44871,51,52,50,,,,,,,,,,,,, 
1505756154,44872,51,52,50,,,,,,,,,,,,, 
1505789487,44873,51,52,50,,,,,,,,,,,,, 
1505822820,44874,51,52,50,,,,,,,,,,,,, 
1505856153,44875,51,52,50,,,,,,,,,,,,, 
1505889486,44876,51,52,50,,,,,,,,,,,,, 
1505920332,44877,51,52,50,,,,,,,,,,,,, 
1505953665,44878,51,52,50,,,,,,,,,,,,, 
1505986998,44879,51,52,50,,,,,,,,,,,,, 
1506020331,44880,51,52,50,,,,,,,,,,,,, 
1506053664,44881,51,52,50,,,,,,,,,,,,, 
1506086997,44882,51,52,50,,,,,,,,,,,,, 
1506127242,44883,52,51,50,,,,,,,,,,,,, 
1506160575,44884,52,51,50,,,,,,,,,,,,, 
1506193908,44885,52,51,50,,,,,,,,,,,,, 
1506227241,44886,52,51,50,,,,,,,,,,,,, 
1506260574,44887,52,51,50,,,,,,,,,,,,, 
1506293907,44888,52,51,50,,,,,,,,,,,,, 
1506528864,44889,51,52,50,,,,,,,,,,,,, 
1506562197,44890,51,52,50,,,,,,,,,,,,, 
1506595530,44891,51,52,50,,,,,,,,,,,,, 
1506628863,44892,51,52,50,,,,,,,,,,,,, 
1506662196,44893,51,52,50,,,,,,,,,,,,, 
1506695529,44894,51,52,50,,,,,,,,,,,,, 
1506707270,44895,51,52,50,,,,,,,,,,,,, 
1506740603,44896,51,52,50,,,,,,,,,,,,, 
1506773936,44897,51,52,50,,,,,,,,,,,,, 
1506807269,44898,51,52,50,,,,,,,,,,,,, 
1506840602,44899,51,52,50,,,,,,,,,,,,, 
1506873935,44900,51,52,50,,,,,,,,,,,,, 
1506913184,44901,51,52,50,,,,,,,,,,,,, 
1506946517,44902,51,52,50,,,,,,,,,,,,, 
1506979850,44903,51,52,50,,,,,,,,,,,,, 
1507013183,44904,51,52,50,,,,,,,,,,,,, 
1507046516,44905,51,52,50,,,,,,,,,,,,, 
1507079849,44906,51,52,50,,,,,,,,,,,,, 
1507106855,44907,52,51,50,,,,,,,,,,,,, 
1507140188,44908,52,51,50,,,,,,,,,,,,, 
1507173521,44909,52,51,50,,,,,,,,,,,,, 
1507206854,44910,52,51,50,,,,,,,,,,,,, 
1507240187,44911,52,51,50,,,,,,,,,,,,, 
1507273520,44912,52,51,50,,,,,,,,,,,,, 
1507310627,44913,52,51,50,,,,,,,,,,,,, 
1507343960,44914,52,51,50,,,,,,,,,,,,, 
1507377293,44915,52,51,50,,,,,,,,,,,,, 
1507410626,44916,52,51,50,,,,,,,,,,,,, 
1507443959,44917,52,51,50,,,,,,,,,,,,, 
1507477292,44918,52,51,50,,,,,,,,,,,,, 
1507508262,44919,52,51,50,,,,,,,,,,,,, 
1507541595,44920,52,51,50,,,,,,,,,,,,, 
1507574928,44921,52,51,50,,,,,,,,,,,,, 
1507608261,44922,52,51,50,,,,,,,,,,,,, 
1507641594,44923,52,51,50,,,,,,,,,,,,, 
1507674927,44924,52,51,50,,,,,,,,,,,,, 
1507712153,44925,52,51,50,,,,,,,,,,,,, 
1507745486,44926,52,51,50,,,,,,,,,,,,, 
1507778819,44927,52,51,50,,,,,,,,,,,,, 
1507812152,44928,52,51,50,,,,,,,,,,,,, 
1507845485,44929,52,51,50,,,,,,,,,,,,, 
1507878818,44930,52,51,50,,,,,,,,,,,,, 
1507916933,44931,52,51,50,,,,,,,,,,,,, 
1507950266,44932,52,51,50,,,,,,,,,,,,, 
1507983599,44933,52,51,50,,,,,,,,,,,,, 
1508016932,44934,52,51,50,,,,,,,,,,,,, 
1508050265,44935,52,51,50,,,,,,,,,,,,, 
1508083598,44936,52,51,50,,,,,,,,,,,,, 
1508118595,44937,51,52,50,,,,,,,,,,,,, 
1508151928,44938,51,52,50,,,,,,,,,,,,, 
1508185261,44939,51,52,50,,,,,,,,,,,,, 
1508218594,44940,51,52,50,,,,,,,,,,,,, 
1508251927,44941,51,52,50,,,,,,,,,,,,, 
1508285260,44942,51,52,50,,,,,,,,,,,,, 
1508313374,44943,51,52,50,,,,,,,,,,,,, 
1508346707,44944,51,52,50,,,,,,,,,,,,, 
1508380040,44945,51,52,50,,,,,,,,,,,,, 
1508413373,44946,51,52,50,,,,,,,,,,,,, 
1508446706,44947,51,52,50,,,,,,,,,,,,, 
1508480039,44948,51,52,50,,,,,,,,,,,,, 
1508518291,44949,51,52,50,,,,,,,,,,,,, 
1508551624,44950,51,52,50,,,,,,,,,,,,, 
1508584957,44951,51,52,50,,,,,,,,,,,,, 
1508618290,44952,51,52,50,,,,,,,,,,,,, 
1508651623,44953,51,52,50,,,,,,,,,,,,, 
1508684956,44954,51,52,50,,,,,,,,,,,,, 
1508715133,44955,51,52,50,,,,,,,,,,,,, 
1508748466,44956,51,52,50,,,,,,,,,,,,, 
1508781799,44957,51,52,50,,,,,,,,,,,,, 
1508815132,44958,51,52,50,,,,,,,,,,,,, 
1508848465,44959,51,52,50,,,,,,,,,,,,, 
1508881798,44960,51,52,50,,,,,,,,,,,,, 
1508918013,44961,51,52,50,,,,,,,,,,,,, 
1508951346,44962,51,52,50,,,,,,,,,,,,, 
1508984679,44963,51,52,50,,,,,,,,,,,,, 
1509018012,44964,51,52,50,,,,,,,,,,,,, 
1509051345,44965,51,52,50,,,,,,,,,,,,, 
1509084678,44966,51,52,50,,,,,,,,,,,,, 
1509115925,44967,51,52,50,,,,,,,,,,,,, 
1509149258,44968,51,52,50,,,,,,,,,,,,, 
1509182591,44969,51,52,50,,,,,,,,,,,,, 
1509215924,44970,51,52,50,,,,,,,,,,,,, 
1509249257,44971,51,52,50,,,,,,,,,,,,, 
1509282590,44972,51,52,50,,,,,,,,,,,,, 
1509319714,44973,51,52,50,,,,,,,,,,,,, 
1509353047,44974,51,52,50,,,,,,,,,,,,, 
1509386380,44975,51,52,50,,,,,,,,,,,,, 
1509419713,44976,51,52,50,,,,,,,,,,,,, 
1509453046,44977,51,52,50,,,,,,,,,,,,, 
1509486379,44978,51,52,50,,,,,,,,,,,,, 
1509519407,44979,51,52,50,,,,,,,,,,,,, 
1509552740,44980,51,52,50,,,,,,,,,,,,, 
1509586073,44981,51,52,50,,,,,,,,,,,,, 
1509619406,44982,51,52,50,,,,,,,,,,,,, 
1509652739,44983,51,52,50,,,,,,,,,,,,, 
1509686072,44984,51,52,50,,,,,,,,,,,,, 
1509721335,44985,51,52,50,,,,,,,,,,,,, 
1509754668,44986,51,52,50,,,,,,,,,,,,, 
1509788001,44987,51,52,50,,,,,,,,,,,,, 
1509821334,44988,51,52,50,,,,,,,,,,,,, 
1509854667,44989,51,52,50,,,,,,,,,,,,, 
1509888000,44990,51,52,50,,,,,,,,,,,,, 
1509917117,44991,51,52,50,,,,,,,,,,,,, 
1509950450,44992,51,52,50,,,,,,,,,,,,, 
1509983783,44993,51,52,50,,,,,,,,,,,,, 
1510017116,44994,51,52,50,,,,,,,,,,,,, 
1510050449,44995,51,52,50,,,,,,,,,,,,, 
1510083782,44996,51,52,50,,,,,,,,,,,,, 
1510118003,44997,51,52,50,,,,,,,,,,,,, 
1510151336,44998,51,52,50,,,,,,,,,,,,, 
1510184669,44999,51,52,50,,,,,,,,,,,,, 
1510218002,45000,51,52,50,,,,,,,,,,,,, 
1510251335,45001,51,52,50,,,,,,,,,,,,, 
1510284668,45002,51,52,50,,,,,,,,,,,,, 
1510315932,45003,51,52,50,,,,,,,,,,,,, 
1510349265,45004,51,52,50,,,,,,,,,,,,, 
1510382598,45005,51,52,50,,,,,,,,,,,,, 
1510415931,45006,51,52,50,,,,,,,,,,,,, 
1510449264,45007,51,52,50,,,,,,,,,,,,, 
1510482597,45008,51,52,50,,,,,,,,,,,,, 
1510519516,45009,52,51,50,,,,,,,,,,,,, 
1510552849,45010,52,51,50,,,,,,,,,,,,, 
1510586182,45011,52,51,50,,,,,,,,,,,,, 
1510619515,45012,52,51,50,,,,,,,,,,,,, 
1510652848,45013,52,51,50,,,,,,,,,,,,, 
1510686181,45014,52,51,50,,,,,,,,,,,,, 
1510720335,45015,52,51,50,,,,,,,,,,,,, 
1510753668,45016,52,51,50,,,,,,,,,,,,, 
1510787001,45017,52,51,50,,,,,,,,,,,,, 
